Time,Milliseconds,OLE Automation Date,105.1: Error Number,1012.1: CH1 Nom I,1013.1: CH1 Nom U,1020.1: CH1 Act I,1021.1: CH1 Act U,1022.1: CH1 Act P,1044.1: LR1 Temp,1044.2: LR2 Temp,1045.1: HR1 Temp,1045.2: HR2 Temp,1046.1: Differential Voltage,1046.2: Differential Voltage
08:23:04,953,46146.34936288732,0,0.0,0.0,0.008736229501664639,1.000016450881958,0.00873637292534113,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.690767122563557e-07,-1.04980483683903e-06
08:23:05,964,46146.34937458878,0,0.0,0.0,0.00872802734375,0.9999940395355225,0.008727975189685822,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.701363872707589e-07,-1.0464137858434697e-06
08:23:06,973,46146.34938626511,0,0.0,0.0,0.008746910840272903,1.0000009536743164,0.008746919222176075,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.773843210794439e-07,-1.0375553074482013e-06
08:23:07,977,46146.349397882805,0,0.0,0.0,0.008751869201660156,0.9999938011169434,0.008761399425566196,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.639692742282932e-07,-1.0515636859054212e-06
08:23:08,985,46146.34940955941,0,0.0,0.0,0.008791351690888405,1.0000008344650269,0.008791359141469002,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.710689035571704e-07,-1.039759467857948e-06
08:23:09,978,46146.34942104264,0,0.0,0.0,0.008672524243593216,1.0000016689300537,0.008764075115323067,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.750107104380731e-07,-1.0502074019314023e-06
08:23:10,985,46146.34943270576,0,0.0,0.0,0.008736038580536842,1.0000032186508179,0.00873606652021408,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.735696160831139e-07,-1.0510550509934546e-06
08:23:11,978,46146.34944419367,0,0.0,0.0,0.008710289373993874,0.9999867677688599,0.008722571656107903,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.713443667649699e-07,-1.039759467857948e-06
08:23:12,985,46146.34945585593,0,0.0,0.0,0.008732032962143421,1.0000051259994507,0.008715865202248096,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.678051818198583e-07,-1.045947669808811e-06
08:23:13,978,46146.349467345026,0,0.0,0.0,0.008783150464296341,1.0000070333480835,0.008803239092230797,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.640752303610498e-07,-1.0457993084855843e-06
08:23:14,986,46146.34947900674,0,0.0,0.0,0.008729934692382812,0.9999779462814331,0.008729741908609867,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.782320269849151e-07,-1.0471979976500734e-06
08:23:15,979,46146.34949050193,0,0.0,0.0,0.00871810968965292,1.0000009536743164,0.008753404021263123,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.782320269849151e-07,-1.0540645689616213e-06
08:23:16,985,46146.34950215177,0,0.0,0.0,0.008722305297851562,1.000001311302185,0.008724605664610863,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.782320269849151e-07,-1.0492962019270635e-06
08:23:17,978,46146.3495136374,0,0.0,0.0,0.008772469125688076,1.0000251531600952,0.008747130632400513,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.747987413291412e-07,-1.0492962019270635e-06
08:23:18,985,46146.34952530042,0,0.0,0.0,0.008782768622040749,0.9999960660934448,0.008782734163105488,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.68334962483641e-07,-1.0441674476169283e-06
08:23:19,978,46146.34953678798,0,0.0,0.0,0.00875625666230917,1.0000089406967163,0.008724672719836235,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.66766766244109e-07,-1.0557387213339098e-06
08:23:20,987,46146.34954846151,0,0.0,0.0,0.008728791028261185,0.9999876022338867,0.008711706846952438,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.757312576155527e-07,-1.0437224773340859e-06
08:23:21,978,46146.34955993939,0,0.0,0.0,0.008700180798768997,0.9999911785125732,0.008695526048541069,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.717257861055259e-07,-1.0434680461912649e-06
08:23:22,986,46146.34957160565,0,0.0,0.0,0.008723258972167969,1.0000073909759521,0.008723323233425617,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.697761136820191e-07,-1.052135871759674e-06
08:23:23,978,46146.349583087875,0,0.0,0.0,0.008707428351044655,1.0000083446502686,0.008746601641178131,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00010681152344,-6.645626626777812e-07,-1.0359871112086694e-06
08:23:24,986,46146.349594756786,0,0.0,0.0,0.008755302987992764,1.0000089406967163,0.008770449087023735,-55.4984130859375,-55.4984130859375,-60.00006866455078,-60.00011444091797,-6.789102258153434e-07,-1.0558658232184825e-06
